[11/08/23, 12:07:11 PM] VIT AP. (cse) Freshers place:  Messages and calls are end-to-end encrypted. No one outside of this chat, not even WhatsApp, can read or listen to them. 
[11/08/23, 12:07:11 PM] ~ TanK-human:  ~ TanK-human created this group 
[05/09/23, 3:35:40 PM] ~ Nishnath:  ~ Nishnath joined from the community
[05/09/23, 3:35:42 PM] ~ Advaya:  ~ Advaya joined from the community
[05/09/23, 3:35:45 PM] ~ Sathvik:  ~ Sathvik joined from the community
[05/09/23, 3:35:47 PM] ~ Pranav:  ~ Pranav joined from the community
[05/09/23, 3:36:08 PM] ~ Rohit:  ~ Rohit joined from the community
[05/09/23, 3:36:10 PM] ~ UtkarsH:  ~ UtkarsH joined from the community
[05/09/23, 3:36:13 PM] ~ Asutosh Dash:  ~ Asutosh Dash joined from the community
[05/09/23, 3:36:18 PM] ~ Rupesh:  ~ Rupesh joined from the community
[05/09/23, 3:36:22 PM] ~ Sanjith Potnuru:  ~ Sanjith Potnuru joined from the community
[05/09/23, 3:36:27 PM] ~ Rishi:  ~ Rishi joined from the community
[05/09/23, 3:36:30 PM] ~ Thakurveer Singh Dhillon:  ~ Thakurveer Singh Dhillon joined from the community
[05/09/23, 3:37:11 PM] ~ Manasa:  ~ Manasa joined from the community
[05/09/23, 3:37:32 PM]  +91 94516 45973 :  +91 94516 45973  joined from the community
[05/09/23, 3:37:55 PM] ~ Soumo Bhattacharyya:  ~ Soumo Bhattacharyya joined from the community
[05/09/23, 3:38:02 PM] ~ shinderitesh413:  ~ shinderitesh413 joined from the community
[05/09/23, 3:44:11 PM] ~ .:  ~ . joined from the community
[05/09/23, 3:44:15 PM] ~ Sriram Charan:  ~ Sriram Charan joined from the community
[05/09/23, 3:44:17 PM] ~ Madhav Deepak:  ~ Madhav Deepak joined from the community
[05/09/23, 3:44:20 PM] ~ Siraj Kanungo:  ~ Siraj Kanungo joined from the community
[05/09/23, 3:44:34 PM] ~ advaith:  ~ advaith joined from the community
[05/09/23, 4:08:51 PM] ~ Jaideep: I am also there bro
[05/09/23, 4:22:47 PM] ~ Rohit: Kis kei liye?
[05/09/23, 4:23:29 PM] ~ TanK-human:  POLL:
When is your reporting date ?
 OPTION: 6th (Tomorrow) (18 votes)
 OPTION: 7th (16 votes)
 OPTION: 8th (22 votes)
[05/09/23, 4:24:22 PM] ~ TanK-human: Kismey
[05/09/23, 4:25:21 PM] ~ Failed Experiment: ITP
[05/09/23, 4:33:29 PM] ~ Shiven: Banaya kuch grp?
 [05/09/23, 4:36:35 PM] ~   :  image omitted
[05/09/23, 4:36:36 PM] ~   : Mail*
[05/09/23, 4:37:09 PM] ~ Chaitu: No
[05/09/23, 4:38:26 PM] ~ Thanmay: S
[05/09/23, 4:40:15 PM] ~ Shiven: Nope
[05/09/23, 4:40:30 PM] ~ Shiven: Vit email or personal?
[05/09/23, 4:40:49 PM] ~ Thakurveer Singh Dhillon: Personal ma aye hai
[05/09/23, 4:42:40 PM] ~   : My registered mail
[05/09/23, 4:46:23 PM] ~ Shiven: Yaya
[05/09/23, 4:46:27 PM] ~ Shiven: I hv got it too
[05/09/23, 4:46:34 PM] ~ Shiven: My Orientation's on 10th
[05/09/23, 4:46:44 PM] ~ Soham P: mines on 8th
[05/09/23, 4:46:49 PM] ~ Soham P: and im coming on 8th
[05/09/23, 4:46:53 PM] ~ Soham P: kaise hoga yaar
[05/09/23, 4:47:18 PM] ~ Kaushik: Is anyone having orientation on 11
[05/09/23, 4:49:13 PM] ~ Shiven: 
[05/09/23, 4:50:06 PM] ~ Abhinav: Mine is on 10th
[05/09/23, 4:50:36 PM] ~ Kaushik: ??
[05/09/23, 4:51:12 PM] ~ Shiven: Noicee
[05/09/23, 4:57:51 PM] ~ AbnaV: That means i dont have on 8th
[05/09/23, 4:59:27 PM] ~ Chinnu: Me
[05/09/23, 5:00:27 PM] ~ Shiven: Mail mai kya aya haim
[05/09/23, 5:02:02 PM] ~ AbnaV: 9th  <This message was edited>
[05/09/23, 5:02:53 PM] ~ Piyush: Mine is also on 10th
[05/09/23, 5:03:19 PM] ~ Shiven: Noicee mr ghostface 
[05/09/23, 5:10:07 PM] ~ TanK-human: This is orientation right? Not certificates verification?
[05/09/23, 5:10:20 PM] ~ Chinnu: Yes
[05/09/23, 5:10:45 PM] ~ Shiven: it would be done on the day of reporting ryt?
[05/09/23, 5:10:50 PM] ~ Shiven: In room number 305?
[05/09/23, 5:11:03 PM] ~ TanK-human: No
[05/09/23, 5:11:04 PM] ~ Udveet P. Patil: Where having separate orientation dates?
[05/09/23, 5:11:09 PM] ~ Shiven: Then?
[05/09/23, 5:11:10 PM] ~ Abhinav Tyagi: Ept ka mail aaya kisiko
[05/09/23, 5:11:24 PM] ~ Chinnu: Me
[05/09/23, 5:11:33 PM] ~ TanK-human: On your reporting date. Check your mail once
[05/09/23, 5:11:49 PM] ~ TanK-human: Once send the pic bro
[05/09/23, 5:11:55 PM] ~ Abhinav Tyagi: Which date did u get?
 [05/09/23, 5:13:02 PM] ~ Chinnu:  image omitted
[05/09/23, 5:13:02 PM] ~ TanK-human: They gave me 8th
[05/09/23, 5:13:04 PM] ~ Shiven: Ohh okok .. which mail?
[05/09/23, 5:13:15 PM] ~ TanK-human: Personal
[05/09/23, 5:13:18 PM] ~ Abhinav Tyagi: They gave me 9th
[05/09/23, 5:13:27 PM] ~ Abhinav Tyagi: and i m in train now
[05/09/23, 5:13:28 PM] Tyagi !: Where is reporting date ?
[05/09/23, 5:13:39 PM] ~ Abhinav Tyagi: 8th
[05/09/23, 5:13:40 PM] ~ Abhinav Tyagi: Ig
[05/09/23, 5:13:41 PM] ~ Soham P: mines 9th
[05/09/23, 5:13:45 PM] ~ Shiven: Ok
[05/09/23, 5:13:47 PM] ~ Chinnu: What happens if I don t attend?
[05/09/23, 5:13:51 PM] ~ Shiven: Ept test?
[05/09/23, 5:13:53 PM] ~ Abhinav Tyagi: Nothing
[05/09/23, 5:13:55 PM] ~ Soham P: ye
[05/09/23, 5:14:07 PM] ~ TanK-human: Different for different people right?
[05/09/23, 5:14:08 PM] ~ Chinnu: U Sure?
[05/09/23, 5:14:21 PM] ~ Abhinav Tyagi: No sorry i also got 9th
[05/09/23, 5:14:33 PM] ~ Shiven: Mines 9th too 
[05/09/23, 5:14:35 PM] Tyagi !: Arrey mail aaya h kya
[05/09/23, 5:14:39 PM] ~ K.Parthiv: 9th
[05/09/23, 5:14:44 PM] ~ Abhinav Tyagi: Yeah yeah its just a programme to tell u about what u will do in 4year
[05/09/23, 5:14:50 PM] ~ TanK-human: Who here are 8th
[05/09/23, 5:14:55 PM] ~ Abhinav Tyagi: Me
[05/09/23, 5:14:57 PM] Tyagi !: ??
[05/09/23, 5:15:01 PM] ~ Chinnu: I m talking about EPT
[05/09/23, 5:15:13 PM] ~ Abhinav Tyagi: Its vey imp
[05/09/23, 5:15:17 PM] ~ Shiven: U hv to give it ... 
[05/09/23, 5:15:17 PM] ~ Abhinav Tyagi: U have to give
[05/09/23, 5:15:18 PM] ~ K.Parthiv: AB1 BLOCK G03
[05/09/23, 5:15:25 PM] ~ Abhinav Tyagi: Or they keep redscheduling it  <This message was edited>
[05/09/23, 5:15:39 PM] ~ Chinnu: That s fine
[05/09/23, 5:15:44 PM] ~ Abhinav Tyagi: Timing ?
[05/09/23, 5:15:46 PM] ~ Chinnu: I m going out of town
[05/09/23, 5:15:56 PM] ~ K.Parthiv: 1115
[05/09/23, 5:15:57 PM] ~ Abhinav Tyagi: Haa
[05/09/23, 5:15:59 PM] ~ Chinnu: So won t be available for the test
[05/09/23, 5:16:01 PM] ~ Abhinav Tyagi: Just abhi aaya
[05/09/23, 5:16:04 PM] Tyagi !: Ok
[05/09/23, 5:16:08 PM] ~ Shiven: G03 is not mentioned ryt?
[05/09/23, 5:16:20 PM] ~ Shiven: Sm
[05/09/23, 5:16:23 PM] ~ Abhinav Tyagi: Mine os GO4
[05/09/23, 5:16:26 PM] ~ Shiven: Room number bol 
[05/09/23, 5:16:28 PM] ~ Abhinav Tyagi: Is*
[05/09/23, 5:16:41 PM] ~ K.Parthiv: G03
[05/09/23, 5:16:49 PM] ~ Shiven: Tf is that?
[05/09/23, 5:16:52 PM] ~ Shiven: Mera 119 hai
[05/09/23, 5:17:00 PM] ~ K.Parthiv: Daym
[05/09/23, 5:17:20 PM] ~ K.Parthiv: Ground floor=g
1st floor=1
[05/09/23, 5:18:29 PM] ~ Shiven: Ohh.. how do u kw that much thing?
[05/09/23, 5:18:44 PM] ~ Soham P: nicee
[05/09/23, 5:18:50 PM] ~ TanK-human: Bro that is a computer lab right?
[05/09/23, 5:18:55 PM] ~ K.Parthiv: I used to live in an apartment
[05/09/23, 5:19:18 PM] ~ TanK-human: My VITEEE exam hall was there
[05/09/23, 5:19:21 PM] ~ Shiven:  This message was deleted by admin ~ TanK-human.
[05/09/23, 5:19:38 PM] ~ Shiven: Accha
[05/09/23, 5:19:58 PM] ~ Shiven: Viteee exam in vit campus?
[05/09/23, 5:20:08 PM] ~ K.Parthiv: U never lived in an apartment ig
[05/09/23, 5:20:08 PM] ~ Soham P: mines 303 AB1
[05/09/23, 5:20:09 PM] ~ TanK-human: Coz bro used his brain 100%
[05/09/23, 5:20:18 PM] ~ Shiven: I currently live in an apartment 
[05/09/23, 5:20:18 PM] ~ TanK-human: Yas
 [05/09/23, 5:20:26 PM] ~ K.Parthiv:  sticker omitted
[05/09/23, 5:20:31 PM] ~ Shiven: We don't hv any ground floor here.. directly 1st
[05/09/23, 5:20:40 PM] ~ Shiven: Damn .....
[05/09/23, 5:20:50 PM] ~ K.Parthiv: Thats big apartment
[05/09/23, 5:20:57 PM] ~ Soham P: same
[05/09/23, 5:21:02 PM] ~ K.Parthiv: Smqll apartments have ground floor
[05/09/23, 5:21:22 PM] ~ K.Parthiv: U r rich ppl
 [05/09/23, 5:22:23 PM] ~ Chaitu:  image omitted
[05/09/23, 5:22:48 PM] ~ Shiven: 6 floor ka hai 
[05/09/23, 5:22:58 PM] ~ Shiven: Pagal hai bc?
[05/09/23, 5:23:14 PM] ~ Shiven: Yaa living in 6 floor apartment 
[05/09/23, 5:23:16 PM] ~ TanK-human: Deym
[05/09/23, 5:23:18 PM] ~ Balaji Balu: Cool
[05/09/23, 5:23:19 PM] ~ K.Parthiv: I used to live in 3 floor apartment 
[05/09/23, 5:23:29 PM] ~ Shiven: That's not an apartment 
[05/09/23, 5:23:47 PM] ~ Shiven: Yes biro
[05/09/23, 5:23:50 PM] ~ K.Parthiv: It is 
[05/09/23, 5:23:50 PM] ~ Failed Experiment: Aisa nahi hota hai kya keh 2bed ac rooms/ apartments mei sirf koi single occupancy wala hei rahe?
[05/09/23, 5:23:55 PM] ~ TanK-human: Any Idea about the syllabus and prep?
[05/09/23, 5:24:01 PM] ~ Shiven: Okok 
[05/09/23, 5:24:12 PM] ~ Balaji Balu: Basics
[05/09/23, 5:24:22 PM] ~ Shiven: Bro's too scared of lgbtq 
[05/09/23, 5:24:27 PM] ~ K.Parthiv: Although that was a shitty apartment
[05/09/23, 5:24:37 PM] ~ Shiven: English grammar
[05/09/23, 5:24:40 PM] ~ Shiven: Simple funda
[05/09/23, 5:24:47 PM] ~ Shiven: Dene se pehle 3 hollywood series dekhli
[05/09/23, 5:24:50 PM] ~ Shiven: Top mardoge  
[05/09/23, 5:25:04 PM] ~ Failed Experiment: Tf dis this come from?
[05/09/23, 5:25:11 PM] ~ TanK-human: I was expecting social grammar
[05/09/23, 5:25:11 PM] ~ K.Parthiv: Idk nouns pronouns and shit
[05/09/23, 5:25:32 PM] ~ Abhinav Tyagi: Peaky blinders chalegi?
[05/09/23, 5:25:41 PM] ~ Failed Experiment: Yeah bruh i just want a guy roomate if possible or no roomate.  I don't any want  pronouns shit
[05/09/23, 5:25:50 PM] ~ Shiven: Parthiv is a weirdo.. noun kya hai bol   <This message was edited>
[05/09/23, 5:25:55 PM] ~ TanK-human: That is not available in Hollywood movies
Half of the language is cesored
[05/09/23, 5:26:16 PM] ~ Shiven: Yeess .. british accent though 
[05/09/23, 5:26:17 PM] ~ TanK-human: Part of English grammar
[05/09/23, 5:26:21 PM] ~ Failed Experiment: Ept exam kya hai?
[05/09/23, 5:26:34 PM] ~ Shiven: Damn.... 
[05/09/23, 5:26:41 PM] ~ Shiven: English proficiency test
[05/09/23, 5:26:41 PM] ~ K.Parthiv: Idk for fucks sake
[05/09/23, 5:26:52 PM] ~ TanK-human: With half of the dialogues being F**k
[05/09/23, 5:27:00 PM] ~ Shiven: Preposition phrasal verbs gir jaaye
[05/09/23, 5:27:02 PM] ~ Failed Experiment: Ahh bhai admission seh peheleh hei exam leh lengeh kya?
[05/09/23, 5:27:05 PM] ~ Shiven: Maja ajayenga 
[05/09/23, 5:27:22 PM] ~ Shiven: 
[05/09/23, 5:27:37 PM] ~ Shiven: Hm bhai.. uske hisab se module allot hote hai ig
[05/09/23, 5:27:39 PM] ~ K.Parthiv: Stop im weak in eng
[05/09/23, 5:27:48 PM] ~ K.Parthiv: I can only speak
[05/09/23, 5:27:51 PM] ~ Shiven: Me too .. us 
[05/09/23, 5:27:53 PM] ~ K.Parthiv: Ik ntg else
[05/09/23, 5:28:18 PM] ~ Failed Experiment: General english hoga yaar like in 12th. English kaun padhta hai chill guys
[05/09/23, 5:28:28 PM] ~ TanK-human: Try YouTube my friend
[05/09/23, 5:28:49 PM] ~ Shiven: Obv koi nai padhega 
[05/09/23, 5:29:38 PM] ~ TanK-human: Suna marks nahi aayenge too extra classes rehengey
[05/09/23, 5:29:58 PM] ~ Shiven: Kaun bola ye 
[05/09/23, 5:30:11 PM] ~ TanK-human: Senior
[05/09/23, 5:30:17 PM] ~ Shiven: Bhai pls sach hai kya ye 
[05/09/23, 5:30:18 PM] ~ TanK-human: 
[05/09/23, 5:30:28 PM] ~ TanK-human: Shayad
[05/09/23, 5:31:01 PM] ~ Shiven: @918967853033 bhai batao thoda 
[05/09/23, 5:31:26 PM] ~ TanK-human: @918967853033 bhai senior hai kya?
[05/09/23, 5:32:14 PM] Tyagi !: Mere bhai ne vit se engineering Kari h woh kah rha h tough aata hai ..
[05/09/23, 5:32:30 PM] ~ Swapnaneel Sarkar: Nhi be
[05/09/23, 5:32:31 PM] ~ Swapnaneel Sarkar: Net nhi chal rha
[05/09/23, 5:32:57 PM] ~ Shiven: Thank uuu ... Sala phaat jaati hai ye sab sunke 
[05/09/23, 5:33:15 PM] ~ Shiven: Mai apke bhavnao ko samjh gaya bhai 
[05/09/23, 5:33:19 PM] ~ Swapnaneel Sarkar: Fatni to chahiye vitap ane se pehle
 [05/09/23, 5:33:41 PM] ~ Swapnaneel Sarkar:  sticker omitted
[05/09/23, 5:34:27 PM] ~ Shiven: 
[05/09/23, 5:37:14 PM] ~ TanK-human: https://youtu.be/2Ts-MaVkRu8?si=SjOv2R1rMLlsO0je
[05/09/23, 6:58:38 PM] ~ Veer Pratap Singh: The bus service which they are providing is free? and can parents also go in bus?
[05/09/23, 7:04:01 PM] ~ : Ya
[05/09/23, 7:52:02 PM] ~ ashokvarma5247: https://www.instagram.com/reel/CrKrn37rFfF/?igshid=NmQ4MjZlMjE5YQ==
[05/09/23, 8:05:35 PM] ~ .: Is any anyone in the campus rn please dm me its urgent
[05/09/23, 8:13:51 PM] ~ Balaji Balu: 
[05/09/23, 8:22:20 PM] ~ .: ???
[05/09/23, 8:26:00 PM] ~ Rohit: Mein hu campus mein
[05/09/23, 8:26:01 PM] ~ Rohit: Bol kya hua
[05/09/23, 8:31:14 PM] ~ Abhinav Tyagi: Room no.?
[05/09/23, 8:33:47 PM] ~ Rohit: Mh4 -430
[05/09/23, 8:34:14 PM] ~ Ghabhi: Mh3 606?
[05/09/23, 8:36:16 PM] ~ Abhinav Tyagi: Kl dekh skta hai ki 218 mai kon kon hai
[05/09/23, 8:40:22 PM] ~ Rohit: Hain kay dekhta
[05/09/23, 8:50:17 PM] ~ Nishik Varma: Are bro 502 me koi hai kya dekhke ana
 [05/09/23, 8:50:17 PM] ~ Nishik Varma:  sticker omitted
[05/09/23, 8:53:28 PM] ~ Veer Pratap Singh: Puri process m kitna time laga? Document se hostel allotment
[05/09/23, 9:10:43 PM] ~ Rohit: Documents mein half n hour
[05/09/23, 9:12:18 PM] ~ Rohit: Hostel allotment documents mein hi dekh lete
[05/09/23, 9:16:26 PM] ~ Rohit: Saara saman shift karne mein adha ghanta laga
[05/09/23, 9:24:19 PM] ~ Rishi Tarapure: That means max to max we will require 1.30 Hr for all process
[05/09/23, 9:27:54 PM] ~ AV: 2hr
[05/09/23, 9:38:56 PM] ~ Rohit: Yea approx 2
[05/09/23, 10:11:32 PM] ~ Darshan. D: https://chat.whatsapp.com/FOUReG3qQ15Fy1tlDi05Uu
Follow this Link To Join Our Group
[05/09/23, 10:14:47 PM] ~ M. Srinivasa Reddy:  ~ M. Srinivasa Reddy joined from the community
[05/09/23, 10:14:49 PM] ~ Nagendra Kumar:  ~ Nagendra Kumar joined from the community
[05/09/23, 10:14:52 PM] ~ Toshith Aleti:  ~ Toshith Aleti joined from the community
[05/09/23, 10:14:55 PM] ~ Appu :  ~ Appu  joined from the community
[05/09/23, 10:14:58 PM] ~ Ayush Bhagasra:  ~ Ayush Bhagasra joined from the community
[05/09/23, 10:15:08 PM] ~ Chiranjan:  ~ Chiranjan joined from the community
[05/09/23, 10:15:10 PM] ~ Sidhant:  ~ Sidhant joined from the community
[05/09/23, 10:15:20 PM] ~ Sudhanshu:  ~ Sudhanshu joined from the community
[05/09/23, 11:12:44 PM] ~ NKP: *Technical internship and projects For Freshers*

 *Internship Mode:* Online 
 *Duration:* 2-2.5 months
 *Total Projects:* 5 (Basic to Advanced)
 *Placement Assistance* - Yes
 *Certificate by Microsoft* 
 *Lifetime Access to learning content*
 *live sessions and Internship Projects*

*Artificial Intelligence / Full Stack Web Development / Machine Learning / Data Science*                            Anyone Can Apply - https://forms.gle/6EKRLTrA4eiPzqJJ7

Whatsapp Group - https://chat.whatsapp.com/IzjRbGfzDmM95pMpIw4V4p
[05/09/23, 11:14:53 PM] ~ Shiven: Admin 
[05/09/23, 11:34:29 PM] ~ K.Parthiv: @919182750867
[06/09/23, 6:32:04 AM] ~ Teja Sai Maddirala:  ~ Teja Sai Maddirala joined from the community
[06/09/23, 6:32:10 AM] ~ Yash Avjekar:  ~ Yash Avjekar joined from the community
[06/09/23, 6:32:17 AM] ~ Pranav Sista:  ~ Pranav Sista joined from the community
[06/09/23, 6:32:21 AM] ~ Sricharan Kondapalli:  ~ Sricharan Kondapalli joined from the community
[06/09/23, 6:32:02 AM] ~ TanK-human: Was sleeping bro
[06/09/23, 8:29:28 AM] ~ P: Does anyone know what PCM certificate is?  <This message was edited>
[06/09/23, 8:30:05 AM] ~ Jeevan K: Not certificate
[06/09/23, 8:30:09 AM] ~ Jeevan K: Pcm(MPC)
[06/09/23, 8:30:23 AM] ~ Jeevan K: Percentage in mpc
[06/09/23, 8:30:25 AM] ~ Jeevan K: Inter
[06/09/23, 8:30:31 AM] ~ P: Do they mean that they would verify if our stream is MPC or not?
[06/09/23, 8:30:45 AM] ~ Jeevan K: You have to submit inter short memo
[06/09/23, 8:30:53 AM] ~ Jeevan K: Ofcourse
[06/09/23, 8:30:55 AM] ~ P: Oh okay got it. Thanks.
[06/09/23, 8:30:57 AM] ~ Jeevan K: ...
[06/09/23, 8:45:09 AM] ~ Shiven: Wait wht's that?
[06/09/23, 8:45:25 AM] ~ Shiven: I am just taking the marksheet nd stuff.. wht's this memo nd all 
[06/09/23, 8:45:30 AM] ~ Jeevan K: Inter marks list bro
[06/09/23, 8:45:35 AM] ~ Jeevan K: Yes
[06/09/23, 8:45:43 AM] ~ Shiven: Does everyone need that?
[06/09/23, 8:45:47 AM] ~ Jeevan K: It's something we call as short memo
[06/09/23, 8:45:53 AM] ~ Jeevan K: Yes ofcourse
[06/09/23, 8:45:54 AM] ~ Shiven: Not mentioned in the document list 
[06/09/23, 8:46:07 AM] ~ Shiven: Inter marks list?
[06/09/23, 8:46:13 AM] ~ Shiven: Ok.. do u mean marks of 12th?
[06/09/23, 8:46:18 AM] ~ Jeevan K: Yes
[06/09/23, 8:46:19 AM] ~ Shiven: Boards ryt?
[06/09/23, 8:46:31 AM] ~ Shiven: Ohhok ... I didn't get that *inter* thing 
[06/09/23, 8:46:38 AM] ~ Jeevan K: 
[06/09/23, 8:46:42 AM] ~ Jeevan K: Intermediate
[06/09/23, 8:47:08 AM] ~ Shiven: Damn.. learning so many new things already .. like entension board is called extension spike in south 
[06/09/23, 8:47:17 AM] ~ Shiven:  
[06/09/23, 8:49:05 AM] ~ AbnaV: Oh damn
[06/09/23, 8:54:11 AM] ~ Darshan. D: _spike ah_
[06/09/23, 8:55:19 AM] ~ Darshan. D: Under what circumstances this word came bro?
[06/09/23, 8:55:31 AM] ~ Srinivas Swaroop: Broo
[06/09/23, 8:55:34 AM] ~ Shiven: No idea 
[06/09/23, 8:55:51 AM] ~ Srinivas Swaroop: Idk we generally call it spike
[06/09/23, 8:55:52 AM] ~ Shiven: That's sus af though 
[06/09/23, 8:56:03 AM] ~ Shiven: Ohh... Fine  
[06/09/23, 8:56:21 AM] ~ Srinivas Swaroop: Nevertheless is it allowed?
[06/09/23, 8:56:25 AM] ~ Darshan. D: Which object in this world you _generally call it spike_ ?
[06/09/23, 8:56:36 AM] ~ Shiven: Nopee
[06/09/23, 8:56:44 AM] ~ Srinivas Swaroop: No idea
[06/09/23, 8:57:00 AM] ~ Shiven: *Spike planted* 
[06/09/23, 8:57:19 AM] ~ Srinivas Swaroop: Valorant
[06/09/23, 8:57:29 AM] ~ Shiven: Yeh 
[06/09/23, 8:58:10 AM] ~ Srinivas Swaroop: Nice your rank?
[06/09/23, 8:59:01 AM] ~ Darshan. D: Now don't say you call *a flex box/extension wire box* _an extension spike_
[06/09/23, 8:59:05 AM] ~ Darshan. D: 
[06/09/23, 8:59:18 AM] ~ Shiven: I don't play much bro .. i just kw by watching streams nd stuff 
[06/09/23, 8:59:31 AM] ~ Shiven: Probably bronze.. or maybe unranked 
[06/09/23, 9:01:12 AM] ~ AV: Waah
[06/09/23, 9:02:10 AM] ~ Srinivas Swaroop: Im iron
[06/09/23, 9:02:22 AM] ~ AV: Nubs
[06/09/23, 9:05:00 AM] ~ Shiven: Me who was conqueror in bgmi   <This message was edited>
[06/09/23, 9:05:18 AM] ~ AV: Mobile games are shit
[06/09/23, 9:05:25 AM] ~ Shiven: Too poor to buy a laptop
[06/09/23, 9:05:28 AM] ~ Shiven: Buy me 
[06/09/23, 9:05:44 AM] ~ AV: Mai khud 2017 ka lappy use kr rha
[06/09/23, 9:05:47 AM] ~ AV: Lol
[06/09/23, 9:05:57 AM] ~ Shiven: Model nm?
[06/09/23, 9:05:59 AM] ~ AV: Nvm buying a new one soon 
[06/09/23, 9:06:07 AM] ~ Shiven: Damn.. congo 
[06/09/23, 9:06:07 AM] ~ AV: Dell inspiron
[06/09/23, 9:06:23 AM] ~ AV: Graphics card dalke sax krunga
[06/09/23, 9:06:59 AM] ~ Shiven: Accha 
[06/09/23, 9:07:00 AM] ~ Shiven: Gpu aur processor bol
[06/09/23, 9:07:59 AM] ~ Shiven: Okey 
[06/09/23, 9:08:30 AM] ~ AV: I5 7th gen
[06/09/23, 9:12:04 AM] ~ Shiven: Accha
[06/09/23, 9:12:13 AM] ~ Shiven: Esme valo ke siwa kuch nai chalega 
[06/09/23, 9:12:46 AM] ~ AV: Cod chalta hai
[06/09/23, 9:13:12 AM] ~ AbnaV: Cod warfare?? Or mobile emulator??
[06/09/23, 9:13:30 AM] ~ AV: Warfare
[06/09/23, 9:13:34 AM] ~ AbnaV: I see
[06/09/23, 9:13:45 AM] ~ AV: Yup
[06/09/23, 9:13:51 AM] ~ AV: I left playing games
[06/09/23, 9:13:55 AM] ~ AV: Bore lgra hai ab
[06/09/23, 9:14:06 AM] ~ AbnaV: Good decision
[06/09/23, 9:14:14 AM] ~ AbnaV: But sports mat chodna  <This message was edited>
[06/09/23, 9:14:32 AM] ~ AV: State level swimmer hu
[06/09/23, 9:14:40 AM] ~ AV: Lekin idhar swimming pool nhi hai
 [06/09/23, 9:14:41 AM] ~ AbnaV:  sticker omitted
[06/09/23, 9:14:47 AM] ~ AbnaV: Ikr :(
[06/09/23, 9:14:50 AM] ~ Aakash Srivastava: 
[06/09/23, 9:15:00 AM] ~ Shiven: Cod kaunsa?.. csgo bol raha hai kya 
[06/09/23, 9:15:04 AM] ~ Aakash Srivastava: Maine suna thi ki bc hai
[06/09/23, 9:15:11 AM] ~ Shiven: Warfare kabhi nai chalega 
[06/09/23, 9:15:21 AM] ~ AV: Fountain hai vo
[06/09/23, 9:15:30 AM] ~ AV: Sab chalta hai vro
[06/09/23, 9:15:32 AM] ~Shiv: 
[06/09/23, 9:15:35 AM] ~ Aakash Srivastava: 
[06/09/23, 9:15:35 AM] ~ AV: Bss lagg krta hai
 [06/09/23, 9:15:37 AM] ~ TanK-human:  image omitted
[06/09/23, 9:15:56 AM] ~ AV: Competition dekha rha hai binod
[06/09/23, 9:16:06 AM] ~ Aakash Srivastava: Ac hai kya room?
[06/09/23, 9:16:09 AM] ~ UtkarsH: Uff ye to whi haina jo kisiko psnd nhi
[06/09/23, 9:16:13 AM] ~ Aakash Srivastava: Fan to dikh nhi rhe
[06/09/23, 9:16:24 AM] ~ Krishna _Rayala: Any events tomorrow bro ??
[06/09/23, 9:16:36 AM] ~ Shiven: Ghanta 
[06/09/23, 9:16:37 AM] ~ Shiven: Mera i7 mai nai chalta be 
[06/09/23, 9:16:38 AM] ~ Shiven: 20fps ko chalta hai nai bolunga mai 
[06/09/23, 9:16:39 AM] ~ Shiven: Valo deta hai 100fps
[06/09/23, 9:16:40 AM] ~ AV: Full on tapa tap
[06/09/23, 9:16:46 AM] ~ UtkarsH: Aaram krle bhai
[06/09/23, 9:16:50 AM] ~ Shiven: Ye kya hai? Kidhar aur kya ho raha hai 
[06/09/23, 9:16:54 AM] ~ Veer Pratap Singh: They are giving hostels or not?
[06/09/23, 9:17:00 AM] ~ UtkarsH: Nai
[06/09/23, 9:17:05 AM] ~ UtkarsH: Tent lagao bol rhe
[06/09/23, 9:17:07 AM] ~ AV: Mere lappy me valo 10fps me chalta hai lol
[06/09/23, 9:17:07 AM] ~ UtkarsH: 
[06/09/23, 9:17:18 AM] ~ Veer Pratap Singh: Seriously bruhh
[06/09/23, 9:17:37 AM] ~ Shiven: *Perfect example of failed lier*
[06/09/23, 9:17:49 AM] ~ UtkarsH: 120 fps 
[06/09/23, 9:17:51 AM] ~ Shiven: Hawashi admi shaant hoja 
[06/09/23, 9:17:53 AM] ~ AV: Bro sahi me
Usme silver 3 me hu 
[06/09/23, 9:18:01 AM] ~ AV: Rank?
[06/09/23, 9:18:02 AM] ~ Shiven: Mai 4 din khela 
[06/09/23, 9:18:04 AM] ~ UtkarsH: Mzk bhai
[06/09/23, 9:18:07 AM] ~   : Vit chalte hai acha package lagega apply for all students 
[06/09/23, 9:18:11 AM] ~ UtkarsH: Waise tera room allot ho gya
[06/09/23, 9:18:12 AM] ~ AV: Mai 2yr
[06/09/23, 9:18:16 AM] ~ Shiven: Addict hogaya
[06/09/23, 9:18:17 AM] ~ Shiven: Toh bc delete mardiya 
[06/09/23, 9:18:23 AM] ~ AV: Us vai
[06/09/23, 9:18:34 AM] ~ Shiven: Mai pubg 4 saal se khel raha hun 
[06/09/23, 9:18:44 AM] ~ AV: 
[06/09/23, 9:18:56 AM] ~ Shiven: Kuch jyada addict hogaya be.. 4 din mai 19 level tak aagayatha sayad ya kitna 
[06/09/23, 9:19:12 AM] ~ Shiven: Ghar mai dekh ke gaali karenge bolke *alt + tab* ne bacha liya 
